<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
07.11.2018;116040;116040;115970;115980
07.11.2018;115970;115990;115900;115940
07.11.2018;115940;116010;115930;115990
07.11.2018;115990;115990;115970;115980
07.11.2018;115970;115980;115920;115960
07.11.2018;115960;116020;115950;116020
07.11.2018;116010;116010;115980;116000
07.11.2018;116000;116010;115940;115950
07.11.2018;115950;115960;115910;115930
07.11.2018;115930;115980;115900;115970
07.11.2018;115970;116020;115970;116010
07.11.2018;116010;116030;115970;116000
07.11.2018;116010;116040;116000;116030
07.11.2018;116030;116030;115980;115980
07.11.2018;115990;116010;115980;116000
07.11.2018;116000;116010;115970;116010
07.11.2018;116020;116020;115980;115990
07.11.2018;115990;116000;115940;115950
07.11.2018;115950;116060;115950;116050
07.11.2018;116050;116110;116040;116040
07.11.2018;116050;116060;116020;116030
07.11.2018;116040;116060;116040;116060
07.11.2018;116070;116080;116020;116050
07.11.2018;116050;116070;116040;116050
07.11.2018;116050;116090;116040;116080
07.11.2018;116090;116090;116050;116060
07.11.2018;116070;116070;116050;116060
07.11.2018;116070;116080;116050;116080
07.11.2018;116070;116080;116030;116050
07.11.2018;116060;116070;116030;116030
07.11.2018;116030;116060;115980;116040
07.11.2018;116050;116060;116020;116030
07.11.2018;116030;116070;116030;116050
07.11.2018;116060;116100;116020;116030
07.11.2018;116030;116030;116010;116020
07.11.2018;116010;116030;115990;116010
07.11.2018;116000;116020;115990;116020
07.11.2018;116010;116040;116010;116010
07.11.2018;116020;116020;115960;115990
07.11.2018;115990;116010;115960;115990
07.11.2018;115980;116000;115920;115930
07.11.2018;115940;115980;115920;115970
07.11.2018;115960;115960;115900;115900
07.11.2018;115900;115960;115850;115940
07.11.2018;115940;115960;115920;115950
07.11.2018;115940;115990;115900;115940
07.11.2018;115940;115950;115850;115870
07.11.2018;115870;115900;115810;115860
07.11.2018;115850;115880;115800;115800
07.11.2018;115800;115840;115730;115740
07.11.2018;115740;115760;115740;115760
07.11.2018;115750;115780;115740;115750
07.11.2018;115750;115760;115700;115730
07.11.2018;115740;115740;115700;115730
07.11.2018;115730;115760;115720;115720
07.11.2018;115720;115720;115610;115660
07.11.2018;115640;115650;115570;115610
07.11.2018;115600;115660;115590;115630
07.11.2018;115640;115650;115600;115620
07.11.2018;115600;115630;115550;115620
07.11.2018;115630;115630;115560;115600
07.11.2018;115600;115600;115520;115560
07.11.2018;115560;115570;115520;115550
07.11.2018;115550;115550;115520;115530
07.11.2018;115520;115610;115490;115590
07.11.2018;115600;115620;115580;115600
07.11.2018;115600;115650;115580;115630
07.11.2018;115640;115650;115600;115640
07.11.2018;115640;115660;115600;115620
07.11.2018;115630;115640;115580;115610
07.11.2018;115610;115730;115600;115720
07.11.2018;115720;115800;115710;115770
07.11.2018;115790;115800;115740;115790
07.11.2018;115790;115800;115730;115750
07.11.2018;115750;115770;115710;115730
07.11.2018;115720;115770;115720;115760
07.11.2018;115760;115900;115760;115830
07.11.2018;115830;115830;115770;115790
07.11.2018;115780;115830;115770;115810
07.11.2018;115820;115840;115800;115800
07.11.2018;115800;115810;115720;115730
07.11.2018;115720;115780;115720;115770
07.11.2018;115770;115770;115740;115750
07.11.2018;115760;115770;115740;115760
07.11.2018;115760;115760;115700;115700
07.11.2018;115700;115730;115660;115720
07.11.2018;115720;115770;115690;115750
07.11.2018;115750;115770;115710;115750
07.11.2018;115740;115800;115730;115770
07.11.2018;115780;115800;115760;115780
07.11.2018;115780;115800;115770;115790
07.11.2018;115790;115850;115780;115790
07.11.2018;115800;115810;115780;115800
07.11.2018;115790;115790;115750;115760
07.11.2018;115760;115770;115740;115760
07.11.2018;115750;115780;115730;115770
07.11.2018;115770;115800;115740;115760
07.11.2018;115760;115760;115710;115720
07.11.2018;115730;115790;115720;115740
07.11.2018;115730;115770;115730;115760
07.11.2018;115750;115760;115720;115750
07.11.2018;115750;115760;115740;115750
07.11.2018;115760;115780;115740;115780
07.11.2018;115770;115790;115770;115770
07.11.2018;115770;115860;115760;115840
07.11.2018;115830;115870;115780;115800
07.11.2018;115800;115820;115790;115790
07.11.2018;115790;115800;115750;115770
07.11.2018;115770;115780;115730;115730
07.11.2018;115740;115750;115700;115710
07.11.2018;115720;115770;115720;115750
07.11.2018;115760;115780;115750;115770
07.11.2018;115760;115770;115740;115760
07.11.2018;115750;115750;115670;115670
07.11.2018;115670;115710;115660;115660
07.11.2018;115670;115750;115650;115740
07.11.2018;115740;115750;115680;115700
07.11.2018;115680;115680;115600;115660
07.11.2018;115660;115720;115630;115690
07.11.2018;115700;115710;115670;115670
07.11.2018;115690;115700;115670;115700
07.11.2018;115690;115700;115650;115650
07.11.2018;115640;115750;115640;115700
07.11.2018;115710;115790;115700;115770
07.11.2018;115760;115780;115730;115780
07.11.2018;115780;115790;115730;115730
07.11.2018;115730;115730;115660;115660
07.11.2018;115660;115690;115620;115630
07.11.2018;115630;115660;115590;115590
07.11.2018;115590;115600;115520;115540
07.11.2018;115540;115600;115530;115560
07.11.2018;115560;115560;115510;115540
07.11.2018;115530;115610;115520;115610
07.11.2018;115610;115680;115580;115670
07.11.2018;115670;115690;115640;115690
07.11.2018;115670;115690;115660;115660
07.11.2018;115660;115710;115650;115700
07.11.2018;115700;115700;115650;115650
07.11.2018;115650;115700;115630;115700
07.11.2018;115700;115780;115690;115750
07.11.2018;115760;115780;115690;115700
07.11.2018;115700;115700;115640;115680
07.11.2018;115680;115700;115670;115690
07.11.2018;115690;115710;115660;115690
07.11.2018;115680;115730;115640;115720
07.11.2018;115710;115710;115670;115670
07.11.2018;115670;115710;115660;115670
07.11.2018;115680;115740;115670;115710
07.11.2018;115720;115740;115710;115710
07.11.2018;115710;115770;115710;115750
07.11.2018;115760;115770;115710;115730
07.11.2018;115740;115780;115730;115760
07.11.2018;115750;115800;115750;115800
07.11.2018;115800;115820;115760;115760
07.11.2018;115780;115840;115760;115830
07.11.2018;115830;115930;115820;115860
07.11.2018;115870;115950;115860;115920
07.11.2018;115920;115940;115900;115930
07.11.2018;115930;115960;115890;115910
07.11.2018;115910;116010;115910;115970
07.11.2018;115980;116050;115970;116050
07.11.2018;116030;116050;115930;115960
07.11.2018;115970;116040;115960;116030
07.11.2018;116040;116170;116020;116130
07.11.2018;116150;116230;116130;116180
07.11.2018;116170;116180;116070;116070
07.11.2018;116080;116160;116080;116130
07.11.2018;116130;116170;116120;116140
07.11.2018;116160;116170;116110;116130
07.11.2018;116130;116140;116070;116100
07.11.2018;116090;116170;116080;116150
07.11.2018;116150;116180;116120;116150
07.11.2018;116140;116140;116070;116100
07.11.2018;116100;116150;116090;116110
07.11.2018;116130;116200;116120;116180
07.11.2018;116180;116190;116100;116100
07.11.2018;116120;116120;116050;116050
07.11.2018;116050;116080;115980;115990
07.11.2018;115990;116050;115980;116030
07.11.2018;116020;116040;115970;116000
07.11.2018;116000;116020;115980;115990
07.11.2018;115990;116000;115880;115930
07.11.2018;115920;115970;115880;115890
07.11.2018;115890;115890;115820;115850
07.11.2018;115860;115890;115840;115880
07.11.2018;115880;115930;115870;115920
07.11.2018;115920;115950;115910;115930
07.11.2018;115930;115940;115880;115930
07.11.2018;115940;115950;115850;115870
07.11.2018;115860;115970;115850;115970
07.11.2018;115970;116040;115970;116000
07.11.2018;116000;116050;115980;116030
07.11.2018;116040;116040;115900;115910
07.11.2018;115900;115940;115780;115800
07.11.2018;115780;115840;115730;115810
07.11.2018;115820;115860;115790;115850
07.11.2018;115850;115920;115840;115900
07.11.2018;115910;115980;115910;115940
07.11.2018;115930;116000;115900;116000
07.11.2018;116010;116050;115920;115930
07.11.2018;115920;115990;115920;115930
07.11.2018;115930;115980;115920;115970
07.11.2018;115970;116000;115960;115990
07.11.2018;115990;116000;115960;115970
07.11.2018;115960;115960;115890;115920
07.11.2018;115930;116000;115920;115970
07.11.2018;115980;116010;115870;115880
07.11.2018;115880;115890;115810;115850
07.11.2018;115850;115860;115770;115800
07.11.2018;115810;115840;115770;115810
07.11.2018;115820;115830;115760;115830
07.11.2018;115830;115870;115810;115830
07.11.2018;115810;115830;115780;115830
07.11.2018;115830;115880;115820;115880
07.11.2018;115880;115880;115830;115850
07.11.2018;115850;115870;115830;115840
07.11.2018;115840;115850;115830;115830
07.11.2018;115830;115860;115810;115860
07.11.2018;115860;115930;115840;115900
07.11.2018;115900;115980;115840;115880
07.11.2018;115880;115880;115780;115800
07.11.2018;115790;115820;115740;115800
07.11.2018;115790;115880;115790;115860
07.11.2018;115860;115940;115860;115910
07.11.2018;115910;116090;115900;116060
07.11.2018;116080;116120;116030;116080
07.11.2018;116080;116140;116060;116120
07.11.2018;116130;116170;116090;116130
07.11.2018;116110;116120;116060;116070
07.11.2018;116060;116080;115990;116070
07.11.2018;116050;116080;116010;116010
07.11.2018;116030;116040;115980;116010
07.11.2018;116010;116070;115970;116060
07.11.2018;116080;116100;116030;116040
07.11.2018;115980;115980;115770;115910
07.11.2018;115910;115970;115890;115960
07.11.2018;115950;115950;115850;115920
07.11.2018;115910;115910;115870;115900
07.11.2018;115890;115930;115880;115920
07.11.2018;115920;115960;115900;115940
07.11.2018;115930;115930;115850;115870
07.11.2018;115870;115960;115860;115950
07.11.2018;115950;116000;115940;115970
07.11.2018;115970;115970;115930;115950
07.11.2018;115950;115990;115920;115930
07.11.2018;115920;115960;115920;115950
07.11.2018;115950;116020;115950;115980
07.11.2018;115980;116000;115960;115960
07.11.2018;115960;116030;115950;116020
07.11.2018;116020;116110;115970;116040
07.11.2018;116030;116080;116010;116060
07.11.2018;116060;116110;116030;116040
07.11.2018;116050;116080;116010;116010
07.11.2018;116010;116040;115990;116030
07.11.2018;116020;116040;115910;115910
07.11.2018;115930;115960;115910;115930
07.11.2018;115930;115950;115910;115930
07.11.2018;115940;115960;115900;115920
07.11.2018;115910;115940;115900;115930
07.11.2018;115930;115980;115910;115960
07.11.2018;115950;115960;115910;115930
07.11.2018;115930;115930;115900;115920
07.11.2018;115920;115970;115920;115970
07.11.2018;115960;115970;115950;115950
07.11.2018;115960;116000;115950;115970
07.11.2018;115990;116030;115990;116000
07.11.2018;116000;116020;115960;115960
07.11.2018;115960;116010;115920;115920
07.11.2018;115930;115970;115920;115950
07.11.2018;115950;115960;115910;115940
07.11.2018;115950;116020;115950;116000
07.11.2018;116000;116030;115970;116000
07.11.2018;116010;116050;116010;116030
07.11.2018;116040;116110;116030;116080
07.11.2018;116080;116110;116040;116050
07.11.2018;116060;116100;116040;116070
07.11.2018;116080;116080;116050;116060
07.11.2018;116060;116070;116030;116060
07.11.2018;116060;116080;115990;116030
07.11.2018;116030;116030;115990;115990
07.11.2018;115990;116100;115990;116080
07.11.2018;116080;116090;116030;116080
07.11.2018;116070;116070;116020;116030
07.11.2018;116030;116070;116010;116060
07.11.2018;116060;116060;116010;116020
07.11.2018;116020;116060;116020;116050
07.11.2018;116050;116060;116020;116020
07.11.2018;116040;116050;116040;116040
07.11.2018;116050;116110;116040;116100
07.11.2018;116100;116130;116080;116120
07.11.2018;116110;116140;116110;116120
07.11.2018;116120;116140;116090;116090
07.11.2018;116090;116120;116070;116120
07.11.2018;116120;116150;116090;116100
07.11.2018;116100;116110;116050;116080
07.11.2018;116050;116090;116050;116060
07.11.2018;116060;116060;116020;116020
07.11.2018;116030;116040;115990;116040
07.11.2018;116050;116070;116040;116060
07.11.2018;116060;116060;116030;116050
07.11.2018;116050;116090;116050;116070
07.11.2018;116080;116100;116070;116070
07.11.2018;116060;116060;116010;116030
07.11.2018;116040;116080;116040;116040
07.11.2018;116030;116040;115990;116010
07.11.2018;116010;116010;115930;115930
07.11.2018;115930;115950;115900;115930
07.11.2018;115920;115970;115920;115970
07.11.2018;115960;115980;115940;115970
07.11.2018;115940;115950;115920;115930
07.11.2018;115930;115950;115920;115950
07.11.2018;115960;115970;115940;115950
07.11.2018;115950;115950;115910;115910
07.11.2018;115920;115940;115910;115920
07.11.2018;115920;115930;115910;115930
07.11.2018;115920;115940;115920;115940
07.11.2018;115940;115940;115920;115940
07.11.2018;115930;115950;115910;115950
07.11.2018;115950;115950;115930;115940
07.11.2018;115940;115940;115930;115940
07.11.2018;115940;115970;115930;115940
07.11.2018;115950;115960;115920;115940
07.11.2018;115960;115980;115950;115970
07.11.2018;115970;115990;115960;115970
07.11.2018;115970;116010;115960;116010
07.11.2018;116020;116030;115990;115990
07.11.2018;115990;116010;115990;116010
07.11.2018;116010;116030;116000;116030
07.11.2018;116040;116050;116020;116030
07.11.2018;116040;116050;116030;116040
07.11.2018;116030;116040;116000;116000
07.11.2018;116000;116000;115980;115980
07.11.2018;115980;115980;115960;115980
07.11.2018;115980;116020;115980;115990
07.11.2018;115990;116040;115990;116030
07.11.2018;116040;116050;116010;116040
07.11.2018;116030;116050;116020;116030
07.11.2018;116040;116040;116000;116010
07.11.2018;116000;116000;115980;115980
07.11.2018;115990;116020;115990;116010
07.11.2018;116010;116010;115990;116000
07.11.2018;115990;116000;115990;116000
07.11.2018;116010;116040;116000;116030
07.11.2018;116030;116040;116020;116030
07.11.2018;116030;116060;116020;116050
07.11.2018;116050;116090;116040;116040
07.11.2018;116040;116070;116040;116050
07.11.2018;116060;116060;116040;116050
07.11.2018;116040;116050;116040;116050
07.11.2018;116040;116090;116040;116070
07.11.2018;116080;116090;116060;116070
07.11.2018;116070;116070;116050;116050
07.11.2018;116060;116080;116060;116070
07.11.2018;116060;116060;116040;116040
07.11.2018;116050;116070;116030;116070
07.11.2018;116070;116090;116060;116060
07.11.2018;116060;116090;116050;116060
07.11.2018;116070;116080;116030;116040
07.11.2018;116050;116050;116020;116050
07.11.2018;116050;116050;116030;116030
07.11.2018;116040;116040;116020;116020
07.11.2018;116030;116040;115990;115990
07.11.2018;115990;116020;115990;116010
07.11.2018;116020;116020;116000;116000
07.11.2018;116000;116000;115980;115990
07.11.2018;116000;116030;115990;116020
07.11.2018;116020;116030;116000;116010
07.11.2018;116010;116040;116010;116020
07.11.2018;116030;116060;116030;116060
07.11.2018;116040;116060;116040;116050
07.11.2018;116060;116090;116060;116080
07.11.2018;116070;116090;116060;116070
07.11.2018;116080;116080;116030;116040
07.11.2018;116070;116100;116070;116100
07.11.2018;116100;116120;116090;116100
07.11.2018;116090;116100;116050;116080
07.11.2018;116080;116120;116080;116100
07.11.2018;116100;116120;116100;116120
07.11.2018;116110;116120;116090;116110
07.11.2018;116120;116140;116110;116120
07.11.2018;116110;116120;116080;116080
07.11.2018;116080;116120;116070;116120
07.11.2018;116120;116170;116110;116130
07.11.2018;116130;116150;116130;116140
07.11.2018;116140;116160;116120;116140
07.11.2018;116140;116140;116110;116130
07.11.2018;116140;116150;116080;116080
07.11.2018;116090;116110;116060;116070
07.11.2018;116070;116080;116060;116060
07.11.2018;116070;116090;116060;116060
07.11.2018;116050;116080;116050;116060
07.11.2018;116060;116070;116050;116060
07.11.2018;116060;116080;116050;116070
07.11.2018;116070;116090;116060;116060
07.11.2018;116060;116080;116060;116080
07.11.2018;116080;116080;116060;116060
07.11.2018;116070;116080;116060;116070
07.11.2018;116060;116060;116030;116050
07.11.2018;116050;116070;116040;116040
07.11.2018;116040;116050;116020;116040
07.11.2018;116040;116090;116040;116090
07.11.2018;116070;116070;116020;116030
07.11.2018;116020;116060;116020;116060
07.11.2018;116020;116030;115940;115960
07.11.2018;115960;115990;115950;115990
07.11.2018;115980;115980;115950;115960
07.11.2018;115960;115980;115950;115970
07.11.2018;115970;115990;115940;115990
07.11.2018;115990;116010;115980;116010
07.11.2018;116000;116010;115980;116000
07.11.2018;116000;116030;116000;116030
07.11.2018;116010;116050;116000;116020
07.11.2018;116020;116030;116010;116010
07.11.2018;116030;116040;116000;116020
07.11.2018;116010;116020;115990;116010
07.11.2018;116010;116010;115990;115990
07.11.2018;116010;116030;116000;116010
07.11.2018;116030;116040;116010;116030
07.11.2018;116040;116040;116030;116040
07.11.2018;116030;116050;116020;116040
07.11.2018;116040;116060;116030;116040
07.11.2018;116050;116070;116040;116070
07.11.2018;116070;116090;116060;116070
07.11.2018;116080;116090;116050;116050
07.11.2018;116050;116130;116050;116130
07.11.2018;116120;116130;116110;116120
07.11.2018;116120;116130;116100;116120
07.11.2018;116130;116130;116090;116100
07.11.2018;116090;116120;116080;116090
07.11.2018;116080;116100;116070;116090
07.11.2018;116100;116110;116080;116080
07.11.2018;116080;116080;116060;116070
07.11.2018;116060;116070;116060;116070
07.11.2018;116080;116080;116050;116060
07.11.2018;116050;116070;116050;116060
07.11.2018;116060;116070;116020;116030
07.11.2018;116020;116040;116000;116020
07.11.2018;116010;116040;116000;116030
07.11.2018;116030;116060;116020;116030
07.11.2018;116020;116040;116020;116030
07.11.2018;116030;116040;116030;116040
07.11.2018;116040;116070;116030;116050
07.11.2018;116060;116090;116060;116070
07.11.2018;116070;116070;116060;116070
07.11.2018;116060;116080;116060;116070
07.11.2018;116080;116100;116070;116090
07.11.2018;116090;116110;116070;116070
07.11.2018;116080;116080;116060;116070
07.11.2018;116060;116070;116040;116040
07.11.2018;116050;116070;116040;116060
07.11.2018;116060;116100;116050;116090
07.11.2018;116100;116110;116090;116100
07.11.2018;116100;116160;116100;116140
07.11.2018;116140;116160;116120;116120
07.11.2018;116110;116120;116100;116110
07.11.2018;116110;116120;116110;116110
07.11.2018;116120;116140;116120;116130
07.11.2018;116130;116150;116130;116130
07.11.2018;116130;116150;116110;116120
07.11.2018;116120;116130;116110;116130
07.11.2018;116120;116140;116100;116110
07.11.2018;116100;116110;116090;116110
07.11.2018;116120;116130;116090;116090
07.11.2018;116090;116130;116090;116120
07.11.2018;116120;116190;116110;116180
07.11.2018;116160;116180;116150;116150
07.11.2018;116170;116180;116150;116150
07.11.2018;116150;116200;116150;116180
07.11.2018;116190;116390;116170;116280
07.11.2018;116280;116290;116260;116260
07.11.2018;116260;116270;116240;116250
07.11.2018;116260;116300;116220;116230
07.11.2018;116240;116270;116210;116270
07.11.2018;116270;116280;116240;116250
07.11.2018;116250;116250;116210;116230
07.11.2018;116230;116240;116220;116240
07.11.2018;116230;116250;116220;116240
07.11.2018;116230;116230;116220;116230
07.11.2018;116220;116230;116180;116200
07.11.2018;116210;116220;116180;116200
07.11.2018;116190;116190;116160;116180
07.11.2018;116180;116200;116180;116180
07.11.2018;116170;116200;116150;116170
07.11.2018;116160;116190;116160;116170
07.11.2018;116160;116170;116110;116140
07.11.2018;116130;116150;116130;116150
07.11.2018;116150;116210;116150;116210
07.11.2018;116210;116210;116180;116210
07.11.2018;116200;116210;116190;116210
07.11.2018;116190;116210;116180;116180
07.11.2018;116190;116210;116170;116210
07.11.2018;116200;116200;116190;116190
07.11.2018;116180;116180;116120;116160
07.11.2018;116160;116160;116120;116130
07.11.2018;116130;116150;116050;116060
07.11.2018;116060;116080;116060;116060
07.11.2018;116070;116080;116030;116050
07.11.2018;116040;116060;116020;116030
07.11.2018;116030;116090;116020;116090
07.11.2018;116090;116120;116070;116100
07.11.2018;116110;116110;116080;116080
07.11.2018;116080;116100;116060;116070
07.11.2018;116070;116090;116050;116090
07.11.2018;116090;116100;116060;116070
07.11.2018;116070;116070;116030;116060
07.11.2018;116070;116090;116060;116080
07.11.2018;116080;116080;116020;116020
07.11.2018;116020;116050;116020;116030
07.11.2018;116030;116040;116020;116030
07.11.2018;116040;116040;116010;116020
07.11.2018;116020;116030;116000;116010
07.11.2018;116010;116020;116000;116010
07.11.2018;116000;116010;115930;115930
07.11.2018;115930;115960;115910;115960
07.11.2018;115950;115960;115930;115940
07.11.2018;115930;115960;115930;115930
07.11.2018;115940;115940;115910;115920
07.11.2018;115920;115930;115910;115930
07.11.2018;115910;115920;115900;115920
07.11.2018;115900;115930;115900;115920
07.11.2018;115910;115910;115870;115880
07.11.2018;115890;115900;115890;115900
07.11.2018;115890;115900;115870;115880
07.11.2018;115880;116000;115870;115980
07.12.2018;113720;113720;113070;113260
07.12.2018;113280;113490;113210;113430
07.12.2018;113410;113430;113310;113390
07.12.2018;113380;113460;113360;113420
07.12.2018;113430;113430;113260;113310
07.12.2018;113330;113400;113250;113250
07.12.2018;113250;113280;113200;113230
07.12.2018;113240;113330;113190;113280
07.12.2018;113290;113350;113270;113310
07.12.2018;113310;113350;113300;113340
07.12.2018;113350;113490;113260;113280
07.12.2018;113270;113380;113250;113350
07.12.2018;113360;113480;113330;113470
07.12.2018;113460;113490;113420;113480
07.12.2018;113480;113600;113470;113530
07.12.2018;113550;113680;113470;113650
07.12.2018;113650;113690;113540;113550
07.12.2018;113550;113560;113480;113490
07.12.2018;113490;113570;113480;113560
07.12.2018;113550;113550;113450;113470
07.12.2018;113470;113510;113400;113420
07.12.2018;113420;113480;113410;113460
07.12.2018;113470;113520;113440;113440
07.12.2018;113460;113550;113450;113470
07.12.2018;113500;113550;113480;113490
07.12.2018;113490;113540;113480;113500
07.12.2018;113510;113570;113480;113530
07.12.2018;113520;113600;113500;113590
07.12.2018;113570;113630;113540;113600
07.12.2018;113580;113580;113480;113500
07.12.2018;113500;113500;113360;113400
07.12.2018;113400;113480;113400;113460
07.12.2018;113470;113470;113400;113440
07.12.2018;113420;113480;113400;113480
07.12.2018;113480;113530;113450;113480
07.12.2018;113490;113620;113490;113620
07.12.2018;113620;113630;113510;113510
07.12.2018;113530;113540;113470;113540
07.12.2018;113530;113540;113480;113510
07.12.2018;113520;113560;113520;113530
07.12.2018;113550;113630;113530;113580
07.12.2018;113580;113620;113580;113590
07.12.2018;113600;113660;113590;113600
07.12.2018;113600;113630;113510;113590
07.12.2018;113590;113600;113560;113570
07.12.2018;113560;113610;113560;113560
07.12.2018;113560;113590;113550;113570
07.12.2018;113570;113730;113570;113720
07.12.2018;113730;113800;113710;113760
07.12.2018;113760;113760;113700;113740
07.12.2018;113730;113750;113690;113710
07.12.2018;113720;113780;113690;113740
07.12.2018;113750;113790;113730;113780
07.12.2018;113780;113830;113750;113760
07.12.2018;113770;113810;113730;113750
07.12.2018;113750;113780;113750;113770
07.12.2018;113780;113780;113740;113740
07.12.2018;113760;113760;113740;113740
07.12.2018;113730;113740;113670;113670
07.12.2018;113670;113700;113580;113660
07.12.2018;113660;113740;113640;113660
07.12.2018;113680;113780;113660;113680
07.12.2018;113690;113690;113630;113670
07.12.2018;113650;113660;113580;113590
07.12.2018;113590;113680;113590;113670
07.12.2018;113670;113690;113600;113620
07.12.2018;113620;113640;113580;113630
07.12.2018;113640;113730;113620;113710
07.12.2018;113710;113780;113670;113690
07.12.2018;113690;113730;113650;113670
07.12.2018;113690;113760;113680;113740
07.12.2018;113730;113740;113550;113600
07.12.2018;113610;113730;113610;113710
07.12.2018;113720;113770;113680;113720
07.12.2018;113740;113760;113660;113750
07.12.2018;113760;113780;113690;113700
07.12.2018;113720;113780;113690;113780
07.12.2018;113780;113780;113720;113760
07.12.2018;113750;113840;113710;113740
07.12.2018;113740;113890;113740;113860
07.12.2018;113870;113880;113790;113840
07.12.2018;113830;113870;113790;113820
07.12.2018;113820;113950;113820;113920
07.12.2018;113920;113950;113890;113920
07.12.2018;113930;113980;113910;113980
07.12.2018;113980;114050;113970;113990
07.12.2018;114000;114050;113990;114000
07.12.2018;114000;114010;113940;113980
07.12.2018;113990;113990;113950;113960
07.12.2018;113970;114010;113920;113970
07.12.2018;113980;114010;113950;113950
07.12.2018;113950;113980;113930;113930
07.12.2018;113940;113950;113910;113930
07.12.2018;113920;113980;113910;113970
07.12.2018;113980;113990;113930;113950
07.12.2018;113950;113990;113940;113980
07.12.2018;113980;114000;113940;113950
07.12.2018;113950;114000;113950;113990
07.12.2018;113990;114090;113970;114050
07.12.2018;114050;114090;114020;114090
07.12.2018;114090;114110;114050;114060
07.12.2018;114060;114170;114060;114160
07.12.2018;114160;114200;114140;114190
07.12.2018;114180;114270;114180;114240
07.12.2018;114250;114330;114190;114310
07.12.2018;114310;114340;114210;114220
07.12.2018;114230;114250;114200;114220
07.12.2018;114220;114230;114180;114200
07.12.2018;114190;114190;114150;114170
07.12.2018;114180;114230;114160;114170
07.12.2018;114170;114180;114120;114130
07.12.2018;114130;114160;114110;114130
07.12.2018;114120;114150;114100;114130
07.12.2018;114130;114170;114090;114100
07.12.2018;114100;114130;114030;114090
07.12.2018;114090;114120;114070;114110
07.12.2018;114120;114130;114070;114090
07.12.2018;114090;114130;114060;114060
07.12.2018;114060;114080;114040;114080
07.12.2018;114070;114140;114050;114140
07.12.2018;114130;114150;113920;113940
07.12.2018;113950;113990;113880;113900
07.12.2018;113890;114000;113890;113910
07.12.2018;113910;113930;113860;113920
07.12.2018;113920;113920;113880;113880
07.12.2018;113880;113970;113870;113960
07.12.2018;113950;113990;113920;113960
07.12.2018;113950;113980;113930;113950
07.12.2018;113950;113990;113920;113980
07.12.2018;113960;114000;113950;113980
07.12.2018;113980;114020;113970;113990
07.12.2018;114000;114000;113910;113960
07.12.2018;113960;113970;113910;113910
07.12.2018;113910;113950;113860;113910
07.12.2018;113890;113940;113890;113910
07.12.2018;113900;113920;113770;113790
07.12.2018;113780;113860;113730;113840
07.12.2018;113830;113850;113800;113810
07.12.2018;113800;113840;113780;113820
07.12.2018;113830;113860;113790;113820
07.12.2018;113830;113840;113750;113760
07.12.2018;113770;113820;113730;113770
07.12.2018;113780;113790;113500;113530
07.12.2018;113540;113610;113510;113580
07.12.2018;113580;113590;113470;113530
07.12.2018;113530;113650;113520;113610
07.12.2018;113610;113680;113600;113650
07.12.2018;113650;113650;113560;113610
07.12.2018;113620;113630;113580;113590
07.12.2018;113600;113670;113590;113660
07.12.2018;113660;113680;113480;113530
07.12.2018;113540;113610;113510;113600
07.12.2018;113610;113610;113430;113430
07.12.2018;113440;113470;113290;113370
07.12.2018;113360;113420;113340;113410
07.12.2018;113410;113430;113370;113430
07.12.2018;113420;113470;113400;113470
07.12.2018;113460;113480;113440;113440
07.12.2018;113440;113540;113420;113490
07.12.2018;113490;113520;113470;113500
07.12.2018;113500;113510;113440;113460
07.12.2018;113460;113520;113450;113500
07.12.2018;113490;113520;113480;113490
07.12.2018;113480;113570;113470;113530
07.12.2018;113540;113620;113520;113600
07.12.2018;113600;113630;113560;113580
07.12.2018;113570;113630;113550;113630
07.12.2018;113630;113640;113600;113610
07.12.2018;113630;113640;113600;113630
07.12.2018;113640;113670;113610;113650
07.12.2018;113640;113680;113610;113640
07.12.2018;113610;113700;113610;113690
07.12.2018;113690;113750;113660;113750
07.12.2018;113750;113790;113700;113780
07.12.2018;113790;113860;113780;113800
07.12.2018;113810;113830;113750;113760
07.12.2018;113770;113850;113750;113850
07.12.2018;113850;113850;113770;113780
07.12.2018;113780;113820;113760;113760
07.12.2018;113780;113780;113630;113670
07.12.2018;113660;113670;113570;113580
07.12.2018;113580;113630;113570;113580
07.12.2018;113580;113590;113500;113520
07.12.2018;113540;113570;113480;113570
07.12.2018;113570;113620;113570;113600
07.12.2018;113620;113690;113590;113690
07.12.2018;113690;113740;113660;113740
07.12.2018;113740;113780;113670;113680
07.12.2018;113690;113730;113680;113710
07.12.2018;113700;113720;113660;113690
07.12.2018;113690;113720;113640;113660
07.12.2018;113660;113670;113610;113620
07.12.2018;113620;113650;113610;113610
07.12.2018;113630;113650;113600;113630
07.12.2018;113640;113650;113590;113640
07.12.2018;113650;113650;113610;113620
07.12.2018;113620;113640;113600;113630
07.12.2018;113620;113660;113620;113660
07.12.2018;113660;113680;113650;113660
07.12.2018;113670;113710;113610;113610
07.12.2018;113620;113620;113510;113560
07.12.2018;113570;113600;113550;113600
07.12.2018;113590;113670;113560;113660
07.12.2018;113660;113720;113640;113670
07.12.2018;113680;113700;113660;113670
07.12.2018;113690;113760;113690;113730
07.12.2018;113730;113740;113670;113680
07.12.2018;113670;113730;113650;113710
07.12.2018;113710;113910;113710;113840
07.12.2018;113850;113870;113760;113760
07.12.2018;113770;113840;113740;113790
