match_id,season,match_date,match_time,matchday,matchday_name,home_team_id,home_team,away_team_id,away_team,home_goals_halftime,away_goals_halftime,home_goals_fulltime,away_goals_fulltime,total_goals,winner,venue_stadium,venue_city,match_finished
58608,2020,2020-10-17,18:30,4,4. Spieltag,87,Borussia Mönchengladbach,131,VfL Wolfsburg,0,0,1,1,2,draw,,,True
58612,2020,2020-10-18,13:30,4,4. Spieltag,65,1. FC Köln,91,Eintracht Frankfurt,0,1,1,1,2,draw,,,True
58614,2020,2020-10-18,16:00,4,4. Spieltag,9,FC Schalke 04,80,1. FC Union Berlin,0,0,1,1,2,draw,,,True
58620,2020,2020-10-23,18:30,5,5. Spieltag,16,VfB Stuttgart,65,1. FC Köln,1,1,1,1,2,draw,,,True
58616,2020,2020-10-24,13:30,5,5. Spieltag,40,FC Bayern München,91,Eintracht Frankfurt,2,0,5,0,5,home,,,True
58618,2020,2020-10-24,13:30,5,5. Spieltag,81,1. FSV Mainz 05,87,Borussia Mönchengladbach,2,1,2,3,5,away,,,True
58619,2020,2020-10-24,13:30,5,5. Spieltag,1635,RB Leipzig,54,Hertha BSC,1,1,2,1,3,home,,,True
58621,2020,2020-10-24,13:30,5,5. Spieltag,80,1. FC Union Berlin,112,SC Freiburg,1,1,1,1,2,draw,,,True
58617,2020,2020-10-24,16:30,5,5. Spieltag,7,Borussia Dortmund,9,FC Schalke 04,0,0,3,0,3,home,,Dortmund,True
58623,2020,2020-10-25,14:30,5,5. Spieltag,131,VfL Wolfsburg,83,DSC Arminia Bielefeld,2,0,2,1,3,home,,Wolfsburg,True
58622,2020,2020-10-25,17:00,5,5. Spieltag,134,SV Werder Bremen,175,TSG Hoffenheim,1,1,1,1,2,draw,,,True
58615,2020,2020-10-26,19:30,5,5. Spieltag,6,Bayer 04 Leverkusen,95,FC Augsburg,1,0,3,1,4,home,,Leverkusen,True
58632,2020,2020-10-30,19:30,6,6. Spieltag,9,FC Schalke 04,16,VfB Stuttgart,1,0,1,1,2,draw,,,True
58624,2020,2020-10-31,14:30,6,6. Spieltag,83,DSC Arminia Bielefeld,7,Borussia Dortmund,0,0,0,2,2,away,,,True
58625,2020,2020-10-31,14:30,6,6. Spieltag,95,FC Augsburg,81,1. FSV Mainz 05,1,0,3,1,4,home,,,True
58627,2020,2020-10-31,14:30,6,6. Spieltag,91,Eintracht Frankfurt,134,SV Werder Bremen,0,0,1,1,2,draw,,,True
58631,2020,2020-10-31,14:30,6,6. Spieltag,65,1. FC Köln,40,FC Bayern München,0,2,1,2,3,away,,,True
58626,2020,2020-10-31,17:30,6,6. Spieltag,87,Borussia Mönchengladbach,1635,RB Leipzig,0,0,1,0,1,home,,,True
58628,2020,2020-11-01,14:30,6,6. Spieltag,112,SC Freiburg,6,Bayer 04 Leverkusen,1,2,2,4,6,away,,,True
58629,2020,2020-11-01,17:00,6,6. Spieltag,54,Hertha BSC,131,VfL Wolfsburg,1,1,1,1,2,draw,,,True
58630,2020,2020-11-02,19:30,6,6. Spieltag,175,TSG Hoffenheim,80,1. FC Union Berlin,0,0,1,3,4,away,,,True
58640,2020,2020-11-06,19:30,7,7. Spieltag,134,SV Werder Bremen,65,1. FC Köln,0,0,1,1,2,draw,,,True
58633,2020,2020-11-07,14:30,7,7. Spieltag,95,FC Augsburg,54,Hertha BSC,0,1,0,3,3,away,,,True
58636,2020,2020-11-07,14:30,7,7. Spieltag,81,1. FSV Mainz 05,9,FC Schalke 04,2,1,2,2,4,draw,,,True
58637,2020,2020-11-07,14:30,7,7. Spieltag,1635,RB Leipzig,112,SC Freiburg,1,0,3,0,3,home,,,True
58638,2020,2020-11-07,14:30,7,7. Spieltag,16,VfB Stuttgart,91,Eintracht Frankfurt,2,0,2,2,4,draw,,,True
58639,2020,2020-11-07,14:30,7,7. Spieltag,80,1. FC Union Berlin,83,DSC Arminia Bielefeld,3,0,5,0,5,home,,,True
58635,2020,2020-11-07,17:30,7,7. Spieltag,7,Borussia Dortmund,40,FC Bayern München,1,1,2,3,5,away,,,True
58641,2020,2020-11-08,14:30,7,7. Spieltag,131,VfL Wolfsburg,175,TSG Hoffenheim,2,0,2,1,3,home,,,True
58634,2020,2020-11-08,17:00,7,7. Spieltag,6,Bayer 04 Leverkusen,87,Borussia Mönchengladbach,2,2,4,3,7,home,,,True
58642,2020,2020-11-21,14:30,8,8. Spieltag,83,DSC Arminia Bielefeld,6,Bayer 04 Leverkusen,0,1,1,2,3,away,,,True
58643,2020,2020-11-21,14:30,8,8. Spieltag,40,FC Bayern München,134,SV Werder Bremen,0,1,1,1,2,draw,,,True
58644,2020,2020-11-21,14:30,8,8. Spieltag,87,Borussia Mönchengladbach,95,FC Augsburg,1,0,1,1,2,draw,,,True
58648,2020,2020-11-21,14:30,8,8. Spieltag,175,TSG Hoffenheim,16,VfB Stuttgart,1,2,3,3,6,draw,,,True
58650,2020,2020-11-21,14:30,8,8. Spieltag,9,FC Schalke 04,131,VfL Wolfsburg,0,2,0,2,2,away,,,True
58645,2020,2020-11-21,17:30,8,8. Spieltag,91,Eintracht Frankfurt,1635,RB Leipzig,1,0,1,1,2,draw,,,True
58647,2020,2020-11-21,19:30,8,8. Spieltag,54,Hertha BSC,7,Borussia Dortmund,1,0,2,5,7,away,,,True
58646,2020,2020-11-22,14:30,8,8. Spieltag,112,SC Freiburg,81,1. FSV Mainz 05,0,3,1,3,4,away,,,True
58649,2020,2020-11-22,17:00,8,8. Spieltag,65,1. FC Köln,80,1. FC Union Berlin,1,1,1,2,3,away,,,True
58660,2020,2020-11-27,19:30,9,9. Spieltag,131,VfL Wolfsburg,134,SV Werder Bremen,3,2,5,3,8,home,,Wolfsburg,True
58651,2020,2020-11-28,14:30,9,9. Spieltag,95,FC Augsburg,112,SC Freiburg,0,0,1,1,2,draw,,,True
58653,2020,2020-11-28,14:30,9,9. Spieltag,7,Borussia Dortmund,65,1. FC Köln,0,1,1,2,3,away,,,True
58656,2020,2020-11-28,14:30,9,9. Spieltag,1635,RB Leipzig,83,DSC Arminia Bielefeld,1,0,2,1,3,home,,,True
58657,2020,2020-11-28,14:30,9,9. Spieltag,16,VfB Stuttgart,40,FC Bayern München,1,2,1,3,4,away,,,True
58658,2020,2020-11-28,14:30,9,9. Spieltag,80,1. FC Union Berlin,91,Eintracht Frankfurt,2,2,3,3,6,draw,,,True
58654,2020,2020-11-28,17:30,9,9. Spieltag,87,Borussia Mönchengladbach,9,FC Schalke 04,2,1,4,1,5,home,,Mönchengladbach,True
58652,2020,2020-11-29,14:30,9,9. Spieltag,6,Bayer 04 Leverkusen,54,Hertha BSC,0,0,0,0,0,draw,,Leverkusen,True
58655,2020,2020-11-29,17:00,9,9. Spieltag,81,1. FSV Mainz 05,175,TSG Hoffenheim,1,0,1,1,2,draw,,Mainz,True
58665,2020,2020-12-04,19:30,10,10. Spieltag,54,Hertha BSC,80,1. FC Union Berlin,0,1,3,1,4,home,,Berlin,True
58661,2020,2020-12-05,14:30,10,10. Spieltag,83,DSC Arminia Bielefeld,81,1. FSV Mainz 05,2,0,2,1,3,home,,Bielefeld,True
58663,2020,2020-12-05,14:30,10,10. Spieltag,91,Eintracht Frankfurt,7,Borussia Dortmund,1,0,1,1,2,draw,,Frankfurt,True
58664,2020,2020-12-05,14:30,10,10. Spieltag,112,SC Freiburg,87,Borussia Mönchengladbach,1,1,2,2,4,draw,,Freiburg,True
58667,2020,2020-12-05,14:30,10,10. Spieltag,65,1. FC Köln,131,VfL Wolfsburg,2,1,2,2,4,draw,,Köln,True
58662,2020,2020-12-05,17:30,10,10. Spieltag,40,FC Bayern München,1635,RB Leipzig,2,2,3,3,6,draw,,München,True
58669,2020,2020-12-06,14:30,10,10. Spieltag,134,SV Werder Bremen,16,VfB Stuttgart,0,1,1,2,3,away,,Bremen,True
58668,2020,2020-12-06,17:00,10,10. Spieltag,9,FC Schalke 04,6,Bayer 04 Leverkusen,0,1,0,3,3,away,,Gelsenkirchen,True
58666,2020,2020-12-07,19:30,10,10. Spieltag,175,TSG Hoffenheim,95,FC Augsburg,1,1,3,1,4,home,,Sinsheim,True
58678,2020,2020-12-11,19:30,11,11. Spieltag,131,VfL Wolfsburg,91,Eintracht Frankfurt,0,0,2,1,3,home,,Wolfsburg,True
58672,2020,2020-12-12,14:30,11,11. Spieltag,7,Borussia Dortmund,16,VfB Stuttgart,1,1,1,5,6,away,,Dortmund,True
58673,2020,2020-12-12,14:30,11,11. Spieltag,87,Borussia Mönchengladbach,54,Hertha BSC,0,0,1,1,2,draw,,Mönchengladbach,True
58674,2020,2020-12-12,14:30,11,11. Spieltag,112,SC Freiburg,83,DSC Arminia Bielefeld,0,0,2,0,2,home,,Freiburg,True
58675,2020,2020-12-12,14:30,11,11. Spieltag,81,1. FSV Mainz 05,65,1. FC Köln,0,0,0,1,1,away,,Mainz,True
58676,2020,2020-12-12,14:30,11,11. Spieltag,1635,RB Leipzig,134,SV Werder Bremen,2,0,2,0,2,home,,Leipzig,True
58677,2020,2020-12-12,17:30,11,11. Spieltag,80,1. FC Union Berlin,40,FC Bayern München,1,0,1,1,2,draw,,Berlin,True
58670,2020,2020-12-13,14:30,11,11. Spieltag,95,FC Augsburg,9,FC Schalke 04,1,0,2,2,4,draw,,Augsburg,True
58671,2020,2020-12-13,17:00,11,11. Spieltag,6,Bayer 04 Leverkusen,175,TSG Hoffenheim,2,0,4,1,5,home,,Leverkusen,True
58681,2020,2020-12-15,17:30,12,12. Spieltag,91,Eintracht Frankfurt,87,Borussia Mönchengladbach,3,1,3,3,6,draw,,Frankfurt,True
58682,2020,2020-12-15,19:30,12,12. Spieltag,54,Hertha BSC,81,1. FSV Mainz 05,0,0,0,0,0,draw,,Berlin,True
58686,2020,2020-12-15,19:30,12,12. Spieltag,16,VfB Stuttgart,80,1. FC Union Berlin,0,1,2,2,4,draw,,Stuttgart,True
58687,2020,2020-12-15,19:30,12,12. Spieltag,134,SV Werder Bremen,7,Borussia Dortmund,1,1,1,2,3,away,,Bremen,True
58685,2020,2020-12-16,17:30,12,12. Spieltag,9,FC Schalke 04,112,SC Freiburg,0,0,0,2,2,away,,Gelsenkirchen,True
58679,2020,2020-12-16,19:30,12,12. Spieltag,83,DSC Arminia Bielefeld,95,FC Augsburg,0,0,0,1,1,away,,Bielefeld,True
58680,2020,2020-12-16,19:30,12,12. Spieltag,40,FC Bayern München,131,VfL Wolfsburg,1,1,2,1,3,home,,München,True
58683,2020,2020-12-16,19:30,12,12. Spieltag,175,TSG Hoffenheim,1635,RB Leipzig,0,0,0,1,1,away,,Sinsheim,True
58684,2020,2020-12-16,19:30,12,12. Spieltag,65,1. FC Köln,6,Bayer 04 Leverkusen,0,2,0,4,4,away,,Köln,True
58695,2020,2020-12-18,19:30,13,13. Spieltag,80,1. FC Union Berlin,7,Borussia Dortmund,0,0,2,1,3,home,,Berlin,True
58688,2020,2020-12-19,14:30,13,13. Spieltag,95,FC Augsburg,91,Eintracht Frankfurt,0,0,0,2,2,away,,,True
58690,2020,2020-12-19,14:30,13,13. Spieltag,87,Borussia Mönchengladbach,175,TSG Hoffenheim,1,0,1,2,3,away,,,True
58692,2020,2020-12-19,14:30,13,13. Spieltag,81,1. FSV Mainz 05,134,SV Werder Bremen,0,0,0,1,1,away,,,True
58693,2020,2020-12-19,14:30,13,13. Spieltag,1635,RB Leipzig,65,1. FC Köln,0,0,0,0,0,draw,,,True
58694,2020,2020-12-19,14:30,13,13. Spieltag,9,FC Schalke 04,83,DSC Arminia Bielefeld,0,0,0,1,1,away,,,True
58689,2020,2020-12-19,17:30,13,13. Spieltag,6,Bayer 04 Leverkusen,40,FC Bayern München,1,1,1,2,3,away,,,True
58691,2020,2020-12-20,14:30,13,13. Spieltag,112,SC Freiburg,54,Hertha BSC,1,0,4,1,5,home,,,True
58696,2020,2020-12-20,17:00,13,13. Spieltag,131,VfL Wolfsburg,16,VfB Stuttgart,0,0,1,0,1,home,,,True
58697,2020,2021-01-02,14:30,14,14. Spieltag,83,DSC Arminia Bielefeld,87,Borussia Mönchengladbach,0,0,0,1,1,away,,,True
58700,2020,2021-01-02,14:30,14,14. Spieltag,91,Eintracht Frankfurt,6,Bayer 04 Leverkusen,1,1,2,1,3,home,,,True
58702,2020,2021-01-02,14:30,14,14. Spieltag,175,TSG Hoffenheim,112,SC Freiburg,0,3,1,3,4,away,,,True
58703,2020,2021-01-02,14:30,14,14. Spieltag,65,1. FC Köln,95,FC Augsburg,0,0,0,1,1,away,,,True
58705,2020,2021-01-02,14:30,14,14. Spieltag,134,SV Werder Bremen,80,1. FC Union Berlin,0,2,0,2,2,away,,,True
58701,2020,2021-01-02,17:30,14,14. Spieltag,54,Hertha BSC,9,FC Schalke 04,1,0,3,0,3,home,,,True
58704,2020,2021-01-02,19:30,14,14. Spieltag,16,VfB Stuttgart,1635,RB Leipzig,0,0,0,1,1,away,,,True
58699,2020,2021-01-03,14:30,14,14. Spieltag,7,Borussia Dortmund,131,VfL Wolfsburg,0,0,2,0,2,home,,,True
58698,2020,2021-01-03,17:00,14,14. Spieltag,40,FC Bayern München,81,1. FSV Mainz 05,0,2,5,2,7,home,,,True
58709,2020,2021-01-08,19:30,15,15. Spieltag,87,Borussia Mönchengladbach,40,FC Bayern München,2,2,3,2,5,home,,,True
58708,2020,2021-01-09,14:30,15,15. Spieltag,6,Bayer 04 Leverkusen,134,SV Werder Bremen,0,0,1,1,2,draw,,,True
58710,2020,2021-01-09,14:30,15,15. Spieltag,112,SC Freiburg,65,1. FC Köln,2,0,5,0,5,home,,,True
58711,2020,2021-01-09,14:30,15,15. Spieltag,81,1. FSV Mainz 05,91,Eintracht Frankfurt,0,1,0,2,2,away,,,True
58713,2020,2021-01-09,14:30,15,15. Spieltag,9,FC Schalke 04,175,TSG Hoffenheim,1,0,4,0,4,home,,,True
58714,2020,2021-01-09,14:30,15,15. Spieltag,80,1. FC Union Berlin,131,VfL Wolfsburg,1,1,2,2,4,draw,,,True
58712,2020,2021-01-09,17:30,15,15. Spieltag,1635,RB Leipzig,7,Borussia Dortmund,0,0,1,3,4,away,,,True
58707,2020,2021-01-10,14:30,15,15. Spieltag,95,FC Augsburg,16,VfB Stuttgart,0,2,1,4,5,away,,,True
58706,2020,2021-01-10,17:00,15,15. Spieltag,83,DSC Arminia Bielefeld,54,Hertha BSC,0,0,1,0,1,home,,,True
58721,2020,2021-01-15,19:30,16,16. Spieltag,80,1. FC Union Berlin,6,Bayer 04 Leverkusen,0,0,1,0,1,home,,,True
58716,2020,2021-01-16,14:30,16,16. Spieltag,7,Borussia Dortmund,81,1. FSV Mainz 05,0,0,1,1,2,draw,,,True
58718,2020,2021-01-16,14:30,16,16. Spieltag,175,TSG Hoffenheim,83,DSC Arminia Bielefeld,0,0,0,0,0,draw,,,True
58719,2020,2021-01-16,14:30,16,16. Spieltag,65,1. FC Köln,54,Hertha BSC,0,0,0,0,0,draw,,,True
58722,2020,2021-01-16,14:30,16,16. Spieltag,134,SV Werder Bremen,95,FC Augsburg,0,0,2,0,2,home,,,True
58723,2020,2021-01-16,14:30,16,16. Spieltag,131,VfL Wolfsburg,1635,RB Leipzig,2,1,2,2,4,draw,,,True
58720,2020,2021-01-16,17:30,16,16. Spieltag,16,VfB Stuttgart,87,Borussia Mönchengladbach,0,1,2,2,4,draw,,,True
58715,2020,2021-01-17,14:30,16,16. Spieltag,40,FC Bayern München,112,SC Freiburg,1,0,2,1,3,home,,,True
58717,2020,2021-01-17,17:00,16,16. Spieltag,91,Eintracht Frankfurt,9,FC Schalke 04,1,1,3,1,4,home,,,True
58727,2020,2021-01-19,17:30,17,17. Spieltag,87,Borussia Mönchengladbach,134,SV Werder Bremen,0,0,1,0,1,home,,,True
58726,2020,2021-01-19,19:30,17,17. Spieltag,6,Bayer 04 Leverkusen,7,Borussia Dortmund,1,0,2,1,3,home,,,True
58729,2020,2021-01-19,19:30,17,17. Spieltag,54,Hertha BSC,175,TSG Hoffenheim,0,1,0,3,3,away,,,True
58730,2020,2021-01-19,19:30,17,17. Spieltag,81,1. FSV Mainz 05,131,VfL Wolfsburg,0,0,0,2,2,away,,,True
58732,2020,2021-01-20,17:30,17,17. Spieltag,9,FC Schalke 04,65,1. FC Köln,0,1,1,2,3,away,,,True
58724,2020,2021-01-20,19:30,17,17. Spieltag,83,DSC Arminia Bielefeld,16,VfB Stuttgart,1,0,3,0,3,home,,,True
58725,2020,2021-01-20,19:30,17,17. Spieltag,95,FC Augsburg,40,FC Bayern München,0,1,0,1,1,away,,,True
58728,2020,2021-01-20,19:30,17,17. Spieltag,112,SC Freiburg,91,Eintracht Frankfurt,1,1,2,2,4,draw,,,True
58731,2020,2021-01-20,19:30,17,17. Spieltag,1635,RB Leipzig,80,1. FC Union Berlin,0,0,1,0,1,home,,,True
58736,2020,2021-01-22,19:30,18,18. Spieltag,87,Borussia Mönchengladbach,7,Borussia Dortmund,2,2,4,2,6,home,,,True
58733,2020,2021-01-23,14:30,18,18. Spieltag,83,DSC Arminia Bielefeld,91,Eintracht Frankfurt,1,3,1,5,6,away,,,True
58734,2020,2021-01-23,14:30,18,18. Spieltag,95,FC Augsburg,80,1. FC Union Berlin,1,1,2,1,3,home,,,True
58735,2020,2021-01-23,14:30,18,18. Spieltag,6,Bayer 04 Leverkusen,131,VfL Wolfsburg,0,1,0,1,1,away,,,True
58737,2020,2021-01-23,14:30,18,18. Spieltag,112,SC Freiburg,16,VfB Stuttgart,2,1,2,1,3,home,,,True
58740,2020,2021-01-23,14:30,18,18. Spieltag,81,1. FSV Mainz 05,1635,RB Leipzig,2,2,3,2,5,home,,,True
58738,2020,2021-01-23,17:30,18,18. Spieltag,54,Hertha BSC,134,SV Werder Bremen,1,2,1,4,5,away,,,True
58741,2020,2021-01-24,14:30,18,18. Spieltag,9,FC Schalke 04,40,FC Bayern München,0,1,0,4,4,away,,,True
58739,2020,2021-01-24,17:00,18,18. Spieltag,175,TSG Hoffenheim,65,1. FC Köln,2,0,3,0,3,home,,,True
58747,2020,2021-01-29,19:30,19,19. Spieltag,16,VfB Stuttgart,81,1. FSV Mainz 05,0,0,2,0,2,home,,,True
58742,2020,2021-01-30,14:30,19,19. Spieltag,40,FC Bayern München,175,TSG Hoffenheim,2,1,4,1,5,home,,,True
58743,2020,2021-01-30,14:30,19,19. Spieltag,7,Borussia Dortmund,95,FC Augsburg,1,1,3,1,4,home,,,True
58744,2020,2021-01-30,14:30,19,19. Spieltag,91,Eintracht Frankfurt,54,Hertha BSC,0,0,3,1,4,home,,,True
58748,2020,2021-01-30,14:30,19,19. Spieltag,80,1. FC Union Berlin,87,Borussia Mönchengladbach,1,0,1,1,2,draw,,,True
58749,2020,2021-01-30,14:30,19,19. Spieltag,134,SV Werder Bremen,9,FC Schalke 04,0,1,1,1,2,draw,,,True
58746,2020,2021-01-30,17:30,19,19. Spieltag,1635,RB Leipzig,6,Bayer 04 Leverkusen,0,0,1,0,1,home,,,True
58745,2020,2021-01-31,14:30,19,19. Spieltag,65,1. FC Köln,83,DSC Arminia Bielefeld,2,0,3,1,4,home,,,True
58750,2020,2021-01-31,17:00,19,19. Spieltag,131,VfL Wolfsburg,112,SC Freiburg,2,0,3,0,3,home,,,True
58756,2020,2021-02-05,19:00,20,20. Spieltag,54,Hertha BSC,40,FC Bayern München,0,1,0,1,1,away,,,True
58752,2020,2021-02-06,14:30,20,20. Spieltag,95,FC Augsburg,131,VfL Wolfsburg,0,1,0,2,2,away,,,True
58753,2020,2021-02-06,14:30,20,20. Spieltag,6,Bayer 04 Leverkusen,16,VfB Stuttgart,2,0,5,2,7,home,,,True
58755,2020,2021-02-06,14:30,20,20. Spieltag,112,SC Freiburg,7,Borussia Dortmund,0,0,2,1,3,home,,,True
58758,2020,2021-02-06,14:30,20,20. Spieltag,81,1. FSV Mainz 05,80,1. FC Union Berlin,1,0,1,0,1,home,,,True
58759,2020,2021-02-06,14:30,20,20. Spieltag,9,FC Schalke 04,1635,RB Leipzig,0,1,0,3,3,away,,,True
58754,2020,2021-02-06,17:30,20,20. Spieltag,87,Borussia Mönchengladbach,65,1. FC Köln,1,1,1,2,3,away,,,True
58757,2020,2021-02-07,14:30,20,20. Spieltag,175,TSG Hoffenheim,91,Eintracht Frankfurt,0,1,1,3,4,away,,,True
58764,2020,2021-02-12,19:30,21,21. Spieltag,1635,RB Leipzig,95,FC Augsburg,2,0,2,1,3,home,,,True
58760,2020,2021-02-13,14:30,21,21. Spieltag,6,Bayer 04 Leverkusen,81,1. FSV Mainz 05,1,0,2,2,4,draw,,,True
58762,2020,2021-02-13,14:30,21,21. Spieltag,7,Borussia Dortmund,175,TSG Hoffenheim,1,1,2,2,4,draw,,,True
58765,2020,2021-02-13,14:30,21,21. Spieltag,16,VfB Stuttgart,54,Hertha BSC,1,0,1,1,2,draw,,,True
58767,2020,2021-02-13,14:30,21,21. Spieltag,134,SV Werder Bremen,112,SC Freiburg,0,0,0,0,0,draw,,,True
58766,2020,2021-02-13,17:30,21,21. Spieltag,80,1. FC Union Berlin,9,FC Schalke 04,0,0,0,0,0,draw,,,True
58763,2020,2021-02-14,14:30,21,21. Spieltag,91,Eintracht Frankfurt,65,1. FC Köln,0,0,2,0,2,home,,,True
58768,2020,2021-02-14,17:00,21,21. Spieltag,131,VfL Wolfsburg,87,Borussia Mönchengladbach,0,0,0,0,0,draw,,,True
58761,2020,2021-02-15,19:30,21,21. Spieltag,40,FC Bayern München,83,DSC Arminia Bielefeld,0,2,3,3,6,draw,,,True
58769,2020,2021-02-19,19:30,22,22. Spieltag,83,DSC Arminia Bielefeld,131,VfL Wolfsburg,0,1,0,3,3,away,,,True
58771,2020,2021-02-20,14:30,22,22. Spieltag,87,Borussia Mönchengladbach,81,1. FSV Mainz 05,1,1,1,2,3,away,,,True
58772,2020,2021-02-20,14:30,22,22. Spieltag,91,Eintracht Frankfurt,40,FC Bayern München,2,0,2,1,3,home,,,True
58773,2020,2021-02-20,14:30,22,22. Spieltag,112,SC Freiburg,80,1. FC Union Berlin,0,0,0,1,1,away,,,True
58776,2020,2021-02-20,14:30,22,22. Spieltag,65,1. FC Köln,16,VfB Stuttgart,0,0,0,1,1,away,,,True
58777,2020,2021-02-20,17:30,22,22. Spieltag,9,FC Schalke 04,7,Borussia Dortmund,0,2,0,4,4,away,,,True
58770,2020,2021-02-21,12:30,22,22. Spieltag,95,FC Augsburg,6,Bayer 04 Leverkusen,1,0,1,1,2,draw,,,True
58774,2020,2021-02-21,14:30,22,22. Spieltag,54,Hertha BSC,1635,RB Leipzig,0,1,0,3,3,away,,,True
58775,2020,2021-02-21,17:00,22,22. Spieltag,175,TSG Hoffenheim,134,SV Werder Bremen,2,0,4,0,4,home,,,True
58785,2020,2021-02-26,19:30,23,23. Spieltag,134,SV Werder Bremen,91,Eintracht Frankfurt,0,1,2,1,3,home,,,True
